バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER EXスコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA EXスコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
Lincle,Snow Goose,ELECTRIC POMP,Mutsuhiko Izumi,0,2,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
Lincle,Star Trail,TRANCE,Nhato,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
Lincle,The Limbo,CYBER PUNK,STN,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
Lincle,The Sampling Paradise,HARD TRANCE,Mamonis,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2563,1114,335,35,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-10-18 11:05
Lincle,Thunderbolt,RAVERS DANCE SPEED,雷龍,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
Lincle,TITANS RETURN,DRUMSTEP,L.E.D.,0,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,CLEAR,---,12,0,0,0,---,NO PLAY,---,2019-10-16 10:46
Lincle,Todestrieb,SACRED TRANCE,Rche,6,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1820,854,112,0,FULLCOMBO CLEAR,AAA,12,3008,1356,296,17,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-12-04 11:01
Lincle,Voxane,TECH DANCE,Remo-con,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
Lincle,WONDER WALKER,HARD TRANCE,L.E.D.,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3261,1449,363,25,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2020-01-26 12:36
Lincle,YAKSHA,TERROR CORE,Neulakyussra,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,12,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
Lincle,yellow head joe,TEK-TRANCE,S-C-U,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
Lincle,ビューティフルレシート,HAPPY HARDCORE,Lucky Vacuum,0,1,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
Lincle,ユミル,SYMPHONIC-TEK,MYTHOLOGIA by MLREC.,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
Lincle,天空の夜明け,ANTHEM,Cuvelia,4,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,FAILED,---,12,3006,1217,572,71,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2019-12-22 15:10
Lincle,子供の落書き帳,PROGRESSIVE,佐々木博史,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2204,958,288,42,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-11-25 09:27
Lincle,恋する☆宇宙戦争っ！！,Hi-BLEEP,Prim,0,2,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
Lincle,突撃!ガラスのニーソ姫!,電波,山本椛 (monotone),0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
Lincle,聖人の塔,BATTLE TRACK,Beridzebeth,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
Lincle,衰色小町メランコリア,NEO CLASSICAL DANCE,iNO,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
Lincle,陽炎,POP,星野奏子,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,405nm (Ryu☆mix),HARDCORE,Another Infinity,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,8bit Princess,CHIPTUNE,seiya-murai feat. ALT,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,ASSIST CLEAR,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Ascalon,ELECTRO POP,Qrispy Joybox,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,BRAVE GLOW,SPACY TRANCE,SOUND HOLIC feat. Nana Takahashi,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Confiserie,HARD ELECTRIC POP,L.E.D. vs S-C-U,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,1914,820,274,---,EASY CLEAR,C,0,0,0,0,---,NO PLAY,---,2019-11-27 09:14
tricoro,Cookie Bouquets,BREAK CORE,L.E.D. vs TOMOSUKE fw.crimm,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,DAY DREAM,DARK PROGRESSIVE,Mutsuhiko Izumi,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Devilz Staircase,SYMPHONIC BREAK BEATS,OSTER project,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Elemental Creation,HARD RENAISSANCE,dj TAKA meets DJ YOSHITAKA,5,1,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,3167,1339,489,100,FAILED,A,0,0,0,0,---,NO PLAY,---,2019-12-06 09:58
tricoro,FLOWER,TRANCE CORE,DJ YOSHITAKA,0,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Fly you to the star,HANDZ UP,Another Infinity feat. Mayumi Morinaga,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,GAIA,SPEED DANCE,猫叉L.E.D.Master+,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Hollywood Galaxy,DRUM'N'BASS,dj TAKA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Howling,NU RAVE,PON,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,2246,990,266,25,HARD CLEAR,AA,2019-12-06 10:57
tricoro,ILIAS,HYPER ELECTRO,Masayoshi Minoshima feat. 坂上なち,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2028,941,146,4,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-10-16 16:11
tricoro,Illegal Function Call,ORBITALIC CORE,U1-ASAMi,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,In Heaven,HEAVENLY TRANCE,Sota Fujimori,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,9,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,JOMANDA,HARD RENAISSANCE,DJ YOSHITAKA,0,1,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Liberation,TRANCE,dj TAKA,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3238,1441,356,26,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2020-01-26 13:53
tricoro,Light and Cyber…,HAPPY HARDCORE,Tatsh,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Little Star,J-CORE,REDALiCE feat. Ayumi Nomiya,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,EX HARD CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,LUV CAN SAVE U,NEO 80's EURO ELECTRO,HIDEKI NAGANUMA,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,mnemoniq,JAZZ HOUSE,youhei shimizu,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,5,0,0,0,---,FAILED,---,8,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Neonlights,TECH DANCE,DJ Noriken,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,neu,NIENTE,少年ラジオ,1,1,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3446,1564,318,25,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-12-08 13:07
tricoro,New Decade IIDX Edition,SPEED DANCE CORE,Sota F.,0,1,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,New Lights,HARDCORE,kors k,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Plan 8,HAPPY GABBA,Ryu☆,5,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2541,1082,377,90,FAILED,A,0,0,0,0,---,NO PLAY,---,2019-12-06 09:55
tricoro,planarian,ELECTRIC POP,S-C-U,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,POINT ZERO,DRUM'N'BASS,猫叉Master+,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Proof of the existence,HARD ELECTRONICA,猫叉Master+,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Rainbow after snow,DRUM'N'BASS,猫叉Master feat.林ももこ,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Re:GENERATION,EMOTIONAL SENTENCE,TAG feat. ERi,0,1,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,rumrum triplets,LOUNGECORE,yu_tokiwa.djw,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,S!ck,DRUMSTEP,Eagle,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,11,2353,1059,235,23,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-10-21 08:21
tricoro,Saturn,PROGRESSIVE TRIBAL,Mr.Saturn,1,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,11,2305,1017,271,14,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2020-02-10 10:35
tricoro,Shining World,ELECTRO POP,DJ Genki feat. Yukacco,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,SHION,HI-SPEED FANTASY TUNE,DJ YOSHITAKA,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Sol Cosine Job 2,FREEFORM HARDCORE,DJ TECHNORCH,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,SYNC-ANTHEM,LATIN EURO,Tatsh feat. 星野奏子,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3119,1377,365,33,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-12-22 14:27
tricoro,Synergy For Angels,ORBITALIC REVOLUTION,TAG×U1-ASAMi,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Take My Life,EUROBEAT,Y&Co.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Thor's Hammer,TRANSCENDENTAL ETUDES,ユニバーサル度胸兄弟,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,1528,631,266,---,FAILED,C,0,0,0,0,---,NO PLAY,---,2019-12-06 09:08
tricoro,Time To Empress,TRANCE,dj TAKA feat.wac & secret K,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Timepiece phase II,PROGRESSIVE ROCK,佐々木博史,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,1575,650,275,---,FAILED,C,0,0,0,0,---,NO PLAY,---,2019-12-22 14:02
tricoro,Timepiece phase II (CN Ver.),PROGRESSIVE ROCK,佐々木博史,13,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2012,819,374,---,FAILED,B,0,0,0,0,---,NO PLAY,---,2019-12-04 10:25
tricoro,To my star,STARPOP,星野奏子,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,True Blue,ESSENTIALLY,dj TAKA feat.AiMEE,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,3136,1352,432,11,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-11-27 11:56
tricoro,Valanga,ART CORE,DJ TOTTO,1,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,2805,1266,273,42,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-11-27 11:47
tricoro,VALLIS-NERIA,TRANCE CORE,DJ YOSHITAKA ,0,1,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,VEGA,UNIVERSAL J-CORE,REDALiCE,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,Zirkfied,SPACE REQUIEM,iconoclasm,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,ΕΛΠΙΣ,ROMANTIC SCHOOL VARIATIONS,dj TAKA,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),Hi-CORE,夏色ビキニのPrim,1,1,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2398,1018,362,---,CLEAR,B,0,0,0,0,---,NO PLAY,---,2019-10-21 08:52
tricoro,お米の美味しい炊き方、そしてお米を食べることによるその効果。,お米タル,大日本鉄倶楽部【あさき＆９６】,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,たまゆら,PROGRESSIVE,佐々木博史,2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2413,1084,245,24,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-12-08 13:04
tricoro,アストライアの双皿,ZODIAC ORACLE 7,ZODIACSYNDICATE,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2551,1070,411,45,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-12-06 09:17
tricoro,カジノファイヤーことみちゃん,電波,ARM feat. 山本椛 + Brasscapsule,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,キャトられ恋はモ～モク,Hi-ν BLEEP,ギュ～っとしたいPrim,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,EX HARD CLEAR,---,10,0,0,0,---,CLEAR,---,12,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,シュレーディンガーの猫,TOY CONTEMPORARY,Cait Sith,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2927,1310,307,34,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-12-06 10:33
tricoro,トリカゴノ鳳凰,歌謡 DRUM & BASS,L.E.D. Vs. 幽閉サテライト,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,メイメツ、フラグメンツ,CYBER SYMPHONIC POP,中山真斗(Elements Garden)feat.桜川めぐ,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,ラキラキ,LUCKY TECHNO,Mutsuhiko Izumi & S-C-U,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,仮想空間の旅人たち,TECHNO,DJ MURASAME,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,CLEAR,---,12,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,創世ノート,CREATOR,PON+wac,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,即席！脳直★ミュージックシステム,AKIBA-POP,MOSAIC.WAV,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,朧,FASCINATION,HHH×MM×ST,0,1,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,11,0,0,0,---,HARD CLEAR,---,2019-10-16 10:46
tricoro,梅雪夜,想歌 梅,Qrispy Joybox feat.mao,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,狂イ咲ケ焔ノ華,Hi-GOTH,覚醒ノPrim,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,音楽,SILENT,弁士カンタビレオ,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,FAILED,---,12,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
tricoro,龍と少女とデコヒーレンス,EPIC TECHNO,黒猫ダンジョン,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2618,1153,312,14,HARD CLEAR,AA,12,2617,1087,443,47,HARD CLEAR,A,2020-02-07 17:11
SPADA,Adularia,ARTCORE,DJ TOTTO,0,1,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-16 10:46
SPADA,ALBA -黎明-,HYPER GOTHIC BEAT,SOUND HOLIC feat. Nana Takahashi,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2887,1307,273,12,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-11-08 07:52
