Style,Title,Artist,Genre,NORMAL Level,NORMAL Notes,NORMAL Record,NORMAL KAVG,HYPER Level,HYPER Notes,HYPER Record,HYPER KAVG,ANOTHER Level,ANOTHER Notes,ANOTHER Record,ANOTHER KAVG,LEGGENDARIA Level,LEGGENDARIA Notes,LEGGENDARIA Record,LEGGENDARIA KAVG,LEGGENDARIA Name
CANNON BALLERS,Only for now,RINA SOUND PRODUCE : KAZUYA TAKASE,PSYCHDELIC TRANCE,4,0,0,0,8,0,0,0,10,1138,2273,2136,0,0,0,0,Only for now
CANNON BALLERS,From Time To Time,sanodg,TECH HOUSE,4,0,0,0,9,0,0,0,10,1293,2570,2286,0,0,0,0,From Time To Time
CANNON BALLERS,SPEED,"BEMANI Sound Team ""Mutsuhiko Izumi""",ROCK FUSION,5,0,0,0,8,0,0,0,10,1359,2679,2297,0,0,0,0,SPEED
CANNON BALLERS,Fervidex,Feryquitous,ARTCORE,5,0,0,0,9,0,0,0,11,1361,2711,2527,0,0,0,0,Fervidex
CANNON BALLERS,DEADHEAT,DJ Myosuke,HARDCORE,6,0,0,0,10,0,0,0,12,1721,3377,2825,0,0,0,0,DEADHEAT
CANNON BALLERS,Arca,"BEMANI Sound Team ""Akhuta Works""",GENESIS,5,0,0,0,9,0,0,0,12,1602,3171,2715,0,0,0,0,Arca
CANNON BALLERS,SPEED DEMON,GUHROOVY feat. NO+CHIN,HARDTEK,5,0,0,0,8,0,0,0,10,1198,2359,1956,0,0,0,0,SPEED DEMON
CANNON BALLERS,The Revolution (VIP Mix),Scott Brown & M-Project,HDM,4,0,0,0,7,0,0,0,10,941,1872,1700,0,0,0,0,The Revolution (VIP Mix)
CANNON BALLERS,命の標本,志方あきこ,STRANGE WORLD MUSIC,4,0,0,0,8,0,0,0,11,1358,2695,2405,0,0,0,0,命の標本
CANNON BALLERS,Be a Hero!,中島由貴,DIGITAL THRASH PUNK,4,0,0,0,9,0,0,0,11,1592,3152,2686,0,0,0,0,Be a Hero!
CANNON BALLERS,Raspberry Railgun,OSTER project,PANIC FUSION,7,0,0,0,10,0,0,0,12,1606,3179,2797,0,0,0,0,Raspberry Railgun
CANNON BALLERS,STARLIGHT JUNCTION,SOUND HOLIC feat. Nana Takahashi,HEAV'NLY TRANCE,4,0,0,0,8,0,0,0,10,1150,2294,2122,0,0,0,0,STARLIGHT JUNCTION
CANNON BALLERS,Usual Days-remix,ota2,DANCE POP,5,0,0,0,9,0,0,0,11,1364,2698,2295,0,0,0,0,Usual Days-remix
CANNON BALLERS,Antigravity,t+pazolite,HARDCORE DANCE SPEED,6,0,0,0,10,0,0,0,12,1591,3106,2551,0,0,0,0,Antigravity
CANNON BALLERS,バ→ビ→ブ→Bomb!,ヒゲドライバー join. 新菜まこ & 松平なな,電波ソング,5,0,0,0,9,0,0,0,11,1294,2572,2280,0,0,0,0,バ→ビ→ブ→Bomb!
CANNON BALLERS,NITROUS CANNON,かめりあ,MACHINEGUN PSYSTYLE,7,0,0,0,10,0,0,0,12,1875,3669,2992,0,0,0,0,NITROUS CANNON
CANNON BALLERS,パラドキシカル・タイムリープトライアル(Short Ver.),MOSAIC.WAV,AKIBA-POP,5,0,0,0,9,0,0,0,11,1416,2811,2471,0,0,0,0,パラドキシカル・タイムリープトライアル(Short Ver.)
CANNON BALLERS,SHOX,RAM,DRUM'N'BASS,5,0,0,0,8,0,0,0,10,881,1753,1554,0,0,0,0,SHOX
CANNON BALLERS,encounter,猫叉Master+,DRUM'N'BASS,5,0,0,0,9,0,0,0,12,1679,3310,2845,0,0,0,0,encounter
CANNON BALLERS,HYPE THE CORE,DJ CHUCKY,GABBA,6,0,0,0,10,0,0,0,11,1539,3030,2600,0,0,0,0,HYPE THE CORE
CANNON BALLERS,City Never Sleeps (IIDX Edition),Dirty Androids,DRUM&BASS,7,0,0,0,9,0,0,0,11,1344,2673,2440,0,0,0,0,City Never Sleeps (IIDX Edition)
CANNON BALLERS,Rampage,USAO,HARDCORE,6,0,0,0,10,0,0,0,12,1831,3628,3236,0,0,0,0,Rampage
CANNON BALLERS,REVOLVER,sky_delta,Hi-TECHDANCE,5,0,0,0,8,0,0,0,11,1405,2776,2373,0,0,0,0,REVOLVER
CANNON BALLERS,DropZ-Line-,Getty vs. DJ DiA,PUMPCORE,7,0,0,0,10,0,0,0,12,1648,3245,2564,0,0,0,0,DropZ-Line-
CANNON BALLERS,Sleepless days,猫叉Master feat.Mayumi Morinaga,THE WORLD EVOLVE,4,0,0,0,6,0,0,0,9,788,1576,1524,0,0,0,0,Sleepless days
CANNON BALLERS,MAXIVCORD,"BEMANI Sound Team ""dj TAKA""",ADMIRABLE,5,0,0,0,9,0,0,0,11,1256,2488,2161,0,0,0,0,MAXIVCORD
CANNON BALLERS,Let's Bounce !!,"BEMANI Sound Team ""Sota F.""",FUTURE HOUSE,4,0,0,0,7,0,0,0,10,1146,2272,2022,0,0,0,0,Let's Bounce !!
Rootage,THE DAY OF JUBILATIONS,"BEMANI Sound Team ""S-C-U vs L.E.D.""",HARD ELECTRIC POP,7,0,0,0,10,0,0,0,12,1757,0,0,0,0,0,0,THE DAY OF JUBILATIONS
Rootage,KILL EACH OTHER,"BEMANI Sound Team ""L.E.D. VS. L.E.D.-G""",PSYSTYLE,7,0,0,0,10,0,0,0,12,1945,0,0,0,0,0,0,KILL EACH OTHER
Rootage,Won(*3*)Chu KissMe!,"Remixed by BEMANI Sound Team ""L.E.D."" & IOSYS",IIDX EDITION,5,0,0,0,8,0,0,0,10,1263,0,0,0,0,0,0,Won(*3*)Chu KissMe!
Rootage,抱きしめてモナムール,冬色AMOUR☆Prim,Hi-歌謡コア,5,0,0,0,10,0,0,0,12,2110,0,0,0,0,0,0,抱きしめてモナムール
Rootage,UNDERWORLD HOLOGRAPHY,"BEMANI Sound Team ""L.E.D."" feat. KOTOKO",DRUM & BASS,5,0,0,0,9,0,0,0,11,1648,0,0,0,0,0,0,UNDERWORLD HOLOGRAPHY
Rootage,R∞tAge,"BEMANI Sound Team ""HuΣeR+""",NEO J-TEKNO,5,0,0,0,8,0,0,0,11,1438,0,0,0,0,0,0,R∞tAge
Rootage,HOT LIMIT,"Remixed by BEMANI Sound Team ""HuΣeR feat.PON""",IIDX EDITION,5,0,0,0,9,0,0,0,10,1281,0,0,0,0,0,0,HOT LIMIT
Rootage,X-DEN,T.Σ.Generation,ULTIΣATE COLLABORATION,8,0,0,0,11,0,0,0,12,2220,0,0,0,0,0,0,X-DEN
Rootage,HEISEI,"BEMANI Sound Team ""dj TAKA""",ELECTRONIC RHAPSODY,6,0,0,0,10,0,0,0,11,1291,0,0,0,0,0,0,HEISEI
Rootage,Drastic Dramatic,KING & Princess,8BARS,7,0,0,0,10,0,0,0,12,1765,0,0,0,0,0,0,Drastic Dramatic
Rootage,GENE,VINCENT GANATCH,TECHNO GRAFFITI,7,0,0,0,10,0,0,0,12,2183,0,0,0,0,0,0,GENE
Rootage,Painful Fate,"BEMANI Sound Team ""猫叉Master""",DRUM'N'BASS,7,0,0,0,10,0,0,0,12,1702,0,0,0,0,0,0,Painful Fate
Rootage,SIGMA,"BEMANI Sound Team ""Mutsuhiko Izumi""",HARDROCK,5,0,0,0,8,0,0,0,10,1395,0,0,0,0,0,0,SIGMA
Rootage,Digital Skipper,"BEMANI Sound Team ""Expander""",HYBRID,6,0,0,0,8,0,0,0,10,1133,0,0,0,0,0,0,Digital Skipper
Rootage,Lift Us High,"BEMANI Sound Team ""Sota Fujimori""",MELODIC TRANCE,5,0,0,0,8,0,0,0,10,1247,0,0,0,0,0,0,Lift Us High
Rootage,CODE:0,"BEMANI Sound Team ""HEXA""",BIG BEAT,5,0,0,0,9,0,0,0,11,1454,0,0,0,0,0,0,CODE:0
Rootage,BLO§OM,"BEMANI Sound Team ""TAG""",BLOOM TRANCE,5,0,0,0,8,0,0,0,10,1290,0,0,0,0,0,0,BLO§OM
Rootage,ZENDEGI DANCE,"ARM × BEMANI Sound Team ""U1 overground""",ORBITALIC ORIENTAL ELECTRO,6,0,0,0,9,0,0,0,11,1393,0,0,0,0,0,0,ZENDEGI DANCE
Rootage,Psycho Sheep Riddim,"BEMANI Sound Team ""SYUNN""",RIDDIM DUBSTEP,3,0,0,0,7,0,0,0,9,841,0,0,0,0,0,0,Psycho Sheep Riddim
Rootage,COSMIC CYBER,"BEMANI Sound Team ""Captain Sonic""",BIGCORE,5,0,0,0,9,0,0,0,11,1469,0,0,0,0,0,0,COSMIC CYBER
Rootage,A Tale Hidden In The Abyss,"BEMANI Sound Team ""person09""",COMMENT OUT,6,0,0,0,9,0,0,0,11,1346,0,0,0,0,0,0,A Tale Hidden In The Abyss
Rootage,サクラあっぱれーしょん,"Remixed by BEMANI Sound Team ""TAG"" feat. 柊木りお",IIDX EDITION,3,0,0,0,7,0,0,0,9,1166,0,0,0,0,0,0,サクラあっぱれーしょん
Rootage,Garuda,kors k,JUKE/FOOTWORK,5,0,0,0,9,0,0,0,11,1323,0,0,0,0,0,0,Garuda
Rootage,グラナダの風,"BEMANI Sound Team ""劇団レコード""",SPANISH GUITAR,5,0,0,0,8,0,0,0,10,954,0,0,0,0,0,0,グラナダの風
Rootage,Unbelief,"BEMANI Sound Team ""Anonymous""",METAL,5,0,0,0,10,0,0,0,12,1675,0,0,0,0,0,0,Unbelief
Rootage,CoMAAAAAAA,Ryu☆,UPLIFTING ETHNIC,6,0,0,0,9,0,0,0,10,1208,0,0,0,0,0,0,CoMAAAAAAA
Rootage,深愛のリグレット,Xceon feat.Mayumi Morinaga,PIANO J TRANCE POP,4,0,0,0,7,0,0,0,10,1206,0,0,0,0,0,0,深愛のリグレット
Rootage,Wonderland,kors k,CANDY RAVE GABBER,5,0,0,0,9,0,0,0,11,1393,0,0,0,0,0,0,Wonderland
Rootage,Macho Monky,kors k,JUNGLE TERROR,6,0,0,0,10,0,0,0,12,1588,0,0,0,0,0,0,Macho Monky
Rootage,Glory,kradness,EDM,4,0,0,0,7,0,0,0,9,1185,0,0,0,0,0,0,Glory
Rootage,夏の匂い。キミの残像。 ft. Kanae Asaba,Xceon,Re 90's J-DANCE POP,4,0,0,0,8,0,0,0,10,1281,0,0,0,0,0,0,夏の匂い。キミの残像。 ft. Kanae Asaba
Rootage,AGAiN,DJ NAGAI,HARDCORE,5,0,0,0,8,0,0,0,10,1166,0,0,0,0,0,0,AGAiN
Rootage,Catch Our Fire!,中島由貴,MARVELOUS CHEER,6,0,0,0,10,0,0,0,12,1885,0,0,0,0,0,0,Catch Our Fire!
Rootage,dAuntl3ss,DJ Noriken,HARDER DANCE MUSIC,6,0,0,0,10,0,0,0,12,1775,0,0,0,0,0,0,dAuntl3ss
Rootage,Starry Night,Massive New Krew feat.松平なな,HARDSTYLE,4,0,0,0,7,0,0,0,10,1268,0,0,0,0,0,0,Starry Night
Rootage,Wing of Hearts,USAO & DJ Nanashi,HYPER HANDS UP,5,0,0,0,8,0,0,0,10,1473,0,0,0,0,0,0,Wing of Hearts
Rootage,Carmina,CANVAS feat. Quimar,SYMPHONIC TRANCECORE,6,0,0,0,10,0,0,0,12,2000,0,0,0,0,0,0,Carmina
Rootage,L.F.O,aran,UK HARDCORE,5,0,0,0,9,0,0,0,12,1687,0,0,0,0,0,0,L.F.O
Rootage,The Rebellion of Sequencer,DJ Myosuke,DJENTCORE,7,0,0,0,10,0,0,0,12,1634,0,0,0,0,0,0,The Rebellion of Sequencer
Rootage,泰東ノ翠霞,bermei.inazawa/feat.霜月はるか,JAPANESE POPS,3,0,0,0,6,0,0,0,11,914,0,0,0,0,0,0,泰東ノ翠霞
Rootage,花冠 feat.Aikapin,RoughSkreamZ,SOCA,6,0,0,0,9,0,0,0,11,1365,0,0,0,0,0,0,花冠 feat.Aikapin
Rootage,セカンドピアス,OSTER project feat. echo,GIRLS ROCK,3,0,0,0,6,0,0,0,9,1015,0,0,0,0,0,0,セカンドピアス
Rootage,Dr. Chemical & Killing Machine,Hommarju,INDUSTRIAL TECHNO,5,0,0,0,9,0,0,0,12,1700,0,0,0,0,0,0,Dr. Chemical & Killing Machine
Rootage,ハードベース・フェスタ,かめりあ feat. ななひら,A-STYLE RUSSIAN HARDBASS,6,0,0,0,9,0,0,0,11,1447,0,0,0,0,0,0,ハードベース・フェスタ
Rootage,U.S.A.,"Remixed by BEMANI Sound Team ""PHQUASE feat.TRANDER Jr.""",IIDX EDITION,6,0,0,0,9,0,0,0,11,1467,0,0,0,0,0,0,U.S.A.
Rootage,IDC feat.REVERBEE (Mo'Cuts Ver),DJ Mass MAD Izm*,TECH-BREAKS,7,0,0,0,9,0,0,0,11,1145,0,0,0,0,0,0,IDC feat.REVERBEE (Mo'Cuts Ver)
Rootage,Red. by Jack Trance,DJ Mass MAD Izm*,TECH-BREAKS,7,0,0,0,10,0,0,0,12,1862,0,0,0,0,0,0,Red. by Jack Trance
Rootage,Twilight Warp,Maozon feat. Kyte,CYBER DANCE MUSIC,4,0,0,0,7,0,0,0,9,1083,0,0,0,0,0,0,Twilight Warp
Rootage,ROCK女 feat. 大山愛未、 Ken,Y&Co.,TRANCE,7,0,0,0,9,0,0,0,11,1436,0,0,0,0,0,0,ROCK女 feat. 大山愛未、 Ken
Rootage,Yum Yum Jelly,YUC'e,FUTURE BASS,5,0,0,0,9,0,0,0,11,1204,0,0,0,0,0,0,Yum Yum Jelly
Rootage,LADYBIRD,YUC'e,GLITCH HOP,7,0,0,0,9,0,0,0,11,1258,0,0,0,0,0,0,LADYBIRD
Rootage,Cranberry City ft. Luschel,lapix,GARAGE,5,0,0,0,8,0,0,0,10,1234,0,0,0,0,0,0,Cranberry City ft. Luschel
Rootage,& Intelligence,lapix,MEGA MIX,5,0,0,0,9,0,0,0,11,1623,0,0,0,0,0,0,& Intelligence
Rootage,Hurry Hurry,Masayoshi Iimori,RAVE SXXX,4,0,0,0,6,0,0,0,9,1045,0,0,0,0,0,0,Hurry Hurry
Rootage,Ember Lights,Nhato,FUSION TRANCE,5,0,0,0,9,0,0,0,11,1369,0,0,0,0,0,0,Ember Lights
Rootage,Particle Arts,Virtual Self,NEOTRANCE,4,0,0,0,8,0,0,0,10,1266,0,0,0,0,0,0,Particle Arts
Rootage,Urban Constellations,Dirty Androids,JAZZY FOOTWORK JUNGLE,4,0,0,0,8,0,0,0,11,1167,0,0,0,0,0,0,Urban Constellations
Rootage,ONIGOROSHI,m1dy,TOKYO STYLE SPEEDCORE,6,0,0,0,10,0,0,0,12,1541,0,0,0,0,0,0,ONIGOROSHI
Rootage,爆ゼニ☆がってんワーカー,ARM×狐夢想 feat. ななひら,勤労☆電波,6,0,0,0,9,0,0,0,11,1391,0,0,0,0,0,0,爆ゼニ☆がってんワーカー
Rootage,Re:Story,ももいろクローバーZ,J-POP,3,0,0,0,7,0,0,0,10,990,0,0,0,0,0,0,Re:Story
Rootage,The Sealer ～ア・ミリアとミリアの民～,Zektbach,ELEMENTAL JIG,4,0,0,0,7,0,0,0,10,1117,0,0,0,0,0,0,The Sealer ～ア・ミリアとミリアの民～
Rootage,The Best of Both Worlds,☆Taku Takahashi (m-flo、 block.fm),EUROTRAPBEAT,3,0,0,0,8,0,0,0,10,1128,0,0,0,0,0,0,The Best of Both Worlds
Rootage,GIGA THRASH,Blacklolita,DUBSTEP,6,0,0,0,9,0,0,0,11,1400,0,0,0,0,0,0,GIGA THRASH
Rootage,Angels & Demons,月代 彩,DRUM & BASS,5,0,0,0,8,0,0,0,10,1233,0,0,0,0,0,0,Angels & Demons
Rootage,ミストレス・アンに花束を,"soejima takuma feat.BEMANI Sound Team ""猫叉Master""",ELECTRONICA,3,0,0,0,6,0,0,0,8,718,0,0,0,0,0,0,ミストレス・アンに花束を
Rootage,SPEED ROCKER,AJURIKA,PSYCHEDELIC TRANCE,4,0,0,0,9,0,0,0,10,1175,0,0,0,0,0,0,SPEED ROCKER
Rootage,IDOL syndrome.,RINA,PSYCHEDELIC ROCK,4,0,0,0,7,0,0,0,10,1109,0,0,0,0,0,0,IDOL syndrome.
Rootage,OVER TIME,空中分解feat.アンテナガール,ELECTRO POP,3,0,0,0,5,0,0,0,8,779,0,0,0,0,0,0,OVER TIME
Rootage,Xlo,sasakure.UK,NEUTRONIKA,7,0,0,0,10,0,0,0,12,1988,0,0,0,0,0,0,Xlo
Rootage,Let me be your cure,Pizuya's Cell,ELECTRIC DANCE ROCK,5,0,0,0,7,0,0,0,10,1344,0,0,0,0,0,0,Let me be your cure
Rootage,Level One,Yamato,Drumstep / DnB,6,0,0,0,10,0,0,0,12,1857,0,0,0,0,0,0,Level One
Rootage,"Next Tales 2 Oath (IIDX 20th Anniv ""Ring"" Theme)",Hommarju,THEME SONG,5,0,0,0,9,0,0,0,11,1387,0,0,0,0,0,0,"Next Tales 2 Oath (IIDX 20th Anniv ""Ring"" Theme)"
Rootage,Serious?,KSUKE,FESTIVAL TRAP,3,0,0,0,7,0,0,0,10,1142,0,0,0,0,0,0,Serious?
Rootage,龍王の霊廟(Mausoleum Of The Primal Dragon),"BEMANI Sound Team ""黒猫ダンジョン""",RETROSPECTIVE EPIC MUSIC,6,0,0,0,10,0,0,0,11,1614,0,0,0,0,0,0,龍王の霊廟(Mausoleum Of The Primal Dragon)
Rootage,Wolf 1061,Xceon,PIANO TRANCE,4,0,0,0,8,0,0,0,11,1584,0,0,0,0,0,0,Wolf 1061
Rootage,金野火織の金色提言,DJ TECHNORCH feat. 宇宙★海月,音ゲー賛美歌,6,0,0,0,10,0,0,0,12,1630,0,0,0,0,0,0,金野火織の金色提言
Rootage,EVANESCENT,SOUND HOLIC feat. Nana Takahashi,PROGRESSIVE ROCK,6,0,0,0,10,0,0,0,12,1845,0,0,0,0,0,0,EVANESCENT
Rootage,LOST TECHNOLOGIE,かめりあ,TECHNO,5,0,0,0,9,0,0,0,12,1822,0,0,0,0,0,0,LOST TECHNOLOGIE
Rootage,XENON II ～TOMOYUKIの野望～,Mr.T,ELECTRO SHOCK,6,0,0,0,9,0,0,0,11,1523,0,0,0,0,0,0,XENON II ～TOMOYUKIの野望～
Rootage,REPLAY,SLAKE,TECHNO,4,0,0,0,8,0,0,0,10,1141,0,0,0,0,0,0,REPLAY
Rootage,DRUNK MONKY,DJ ODDBALL,MINIMAL,7,0,0,0,10,0,0,0,12,1177,0,0,0,0,0,0,DRUNK MONKY
Rootage,Playing With Fire,kors k,SPEED RAVE,6,0,0,0,9,0,0,0,11,1200,0,0,0,0,0,0,Playing With Fire
Rootage,Lethal Weapon,"BEMANI Sound Team ""HuΣeR""",RECKLESS HARDCORE,6,0,0,0,9,0,0,0,12,1646,0,0,0,0,0,0,Lethal Weapon
Rootage,GO OVER WITH GLARE -ROOTAGE 26-,"BEMANI Sound Team ""L.E.D.-G""",HARDSTYLE,6,0,0,0,10,0,0,0,12,2000,0,0,0,0,0,0,GO OVER WITH GLARE -ROOTAGE 26-
Rootage,お菓子の王国,Snail's House,SPEED CANDY,7,0,0,0,10,0,0,0,12,2109,0,0,0,0,0,0,お菓子の王国
Rootage,50th Memorial Songs -Beginning Story-,BEMANI Sound Team,ANNIVERSARY,4,0,0,0,8,0,0,0,10,1378,0,0,0,0,0,0,50th Memorial Songs -Beginning Story-
Rootage,50th Memorial Songs -二人の時 ～under the cherry blossoms～-,BEMANI Sound Team,ANNIVERSARY,5,0,0,0,8,0,0,0,10,1311,0,0,0,0,0,0,50th Memorial Songs -二人の時 ～under the cherry blossoms～-
Rootage,50th Memorial Songs -Flagship medley-,BEMANI Sound Team,ANNIVERSARY,5,0,0,0,8,0,0,0,10,1157,0,0,0,0,0,0,50th Memorial Songs -Flagship medley-
Rootage,50th Memorial Songs -The BEMANI History-,BEMANI Sound Team,ANNIVERSARY,5,0,0,0,9,0,0,0,11,1348,0,0,0,0,0,0,50th Memorial Songs -The BEMANI History-
Rootage,Night! Night! Night!,MM,EURO DYNAMITE,6,0,0,0,9,0,0,0,11,1540,0,0,0,0,0,0,Night! Night! Night!
Rootage,ruin of opals,上ノ瀬つかさ,IRIDESCENCE JAZZ ETUDE,6,0,0,0,10,0,0,0,12,1646,0,0,0,0,0,0,ruin of opals
Rootage,Technicolour Dreams,DUNE & M-Project & GUHROOVY,HDM,5,0,0,0,8,0,0,0,10,1202,0,0,0,0,0,0,Technicolour Dreams
Rootage,Carry Me Away,lapix,FUTURE CORE,7,0,0,0,9,0,0,0,12,1613,0,0,0,0,0,0,Carry Me Away
Rootage,ROZA DE ANDALUCIA,SOUND HOLIC Vs. T.Kakuta feat. Nana Takahashi,MELODIC SPEED METAL,6,0,0,0,9,0,0,0,11,1560,0,0,0,0,0,0,ROZA DE ANDALUCIA
Rootage,ToyCube Pf.(RX-Ver.S.P.L.),高田雅史,NEW AGE,4,0,0,0,7,0,0,0,9,1153,0,0,0,0,0,0,ToyCube Pf.(RX-Ver.S.P.L.)
Rootage,Sidechained Threats,sanodg,ELECTRO,6,0,0,0,8,0,0,0,10,1238,0,0,0,0,0,0,Sidechained Threats
Rootage,Necroxis Girl,"BEMANI Sound Team ""HuΣeR""",GLITCH DUBSTEP,6,0,0,0,9,0,0,0,11,1441,0,0,0,0,0,0,Necroxis Girl
Rootage,Geirskogul,Maozon,CYBER DRUMSTEP,5,0,0,0,8,0,0,0,10,1128,0,0,0,0,0,0,Geirskogul
Rootage,Please Welcome Mr.C,C-Show,JAZZY HOLIC,6,0,0,0,9,0,0,0,12,1522,0,0,0,0,0,0,Please Welcome Mr.C
Rootage,HARD BRAIN,AJURIKA,HARD TECHNO,6,0,0,0,9,0,0,0,12,1914,0,0,0,0,0,0,HARD BRAIN
Rootage,Visterhv,Feryquitous,REBIRTH OUT,6,0,0,0,10,0,0,0,12,1869,0,0,0,0,0,0,Visterhv
Rootage,Trill auf G,"BEMANI Sound Team ""dj TAKA""",MUSIC GAMES HARDCORE,6,0,0,0,10,0,0,0,12,1670,0,0,0,0,0,0,Trill auf G
Rootage,voltississimo,"BEMANI Sound Team ""PHQUASE""",VVV,6,0,0,0,10,0,0,0,12,1888,0,0,0,0,0,0,voltississimo
Rootage,toy boxer,"BEMANI Sound Team ""S-C-U & SYUNN""",BOXINGCORE,4,0,0,0,8,0,0,0,10,1122,0,0,0,0,0,0,toy boxer
Rootage,最小三倍完全数,DJ TECHNORCH,ピタゴラス的不完全性破壊衝動音律(ハンマーによる),5,0,0,0,9,0,0,0,12,1314,0,0,0,0,0,0,最小三倍完全数
Rootage,Six String Proof,"BEMANI Sound Team ""Yvya × Mutsuhiko Izumi""",HARDROCK,5,0,0,0,9,0,0,0,11,1308,0,0,0,0,0,0,Six String Proof
Rootage,おーまい！らぶりー！すうぃーてぃ！だーりん！,"BEMANI Sound Team ""PON"" feat.NU-KO",LOVELY YOUTH,5,0,0,0,9,0,0,0,11,1480,0,0,0,0,0,0,おーまい！らぶりー！すうぃーてぃ！だーりん！
Rootage,Afterimage d'automne,"BEMANI Sound Team ""猫叉劇団""",ASYMMETRY ART,6,0,0,0,9,0,0,0,11,1480,0,0,0,0,0,0,Afterimage d'automne
Rootage,BLACK JACKAL,Akira Complex,DANCE MUSIC,5,0,0,0,8,0,0,0,10,1183,0,0,0,0,0,0,BLACK JACKAL
Rootage,ミッドナイト☆WAR,いちか,BEMANIZED ROCKCORE,5,0,0,0,9,0,0,0,11,1261,0,0,0,0,0,0,ミッドナイト☆WAR
